geoId	 Municipal	 Department	 popMen	 popWomen	 popTotal	 popDensity	 geometry	 totalHomicides	 homicideRate
106	 SAN FRANCISCO	 ATLNTIDA	 5665	 6301	 11966	 37.8467	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.06409, 15.627705], [-87.073654, 15.645112], [-87.072344, 15.653801], [-87.076524, 15.669972], [-87.084335, 15.678334], [-87.082001, 15.682026], [-87.092653, 15.676998], [-87.09505, 15.689585], [-87.107621, 15.69171], [-87.103686, 15.704224], [-87.108317, 15.710404], [-87.102609, 15.715783], [-87.097963, 15.742333], [-87.079019, 15.769841], [-87.070722, 15.773261], [-87.090951, 15.786308], [-87.04685, 15.775789], [-87.018815, 15.777042], [-87.003332, 15.770893], [-86.999244, 15.763232], [-87.012074, 15.75818], [-87.011257, 15.753787], [-87.020591, 15.746746], [-87.01072, 15.734772], [-87.014343, 15.716515], [-87.012842, 15.711727], [-87.007779, 15.712348], [-87.00915, 15.701798], [-87.003312, 15.703469], [-87.004083, 15.693129], [-86.972321, 15.694431], [-86.95963, 15.699711], [-86.955065, 15.696638], [-86.960597, 15.667955], [-86.967715, 15.663434], [-86.960765, 15.661486], [-86.958254, 15.655856], [-86.963559, 15.654042], [-86.96189, 15.646915], [-86.969777, 15.641263], [-86.962953, 15.638171], [-86.968341, 15.630217], [-86.959877, 15.608632], [-86.96677, 15.600459], [-86.954614, 15.590679], [-86.95428, 15.576736], [-86.964296, 15.57156], [-86.981114, 15.550561], [-86.983928, 15.556334], [-86.992219, 15.550722], [-87.005992, 15.53264], [-87.028353, 15.513722], [-87.040637, 15.51174], [-87.04258, 15.532366], [-87.052501, 15.53577], [-87.050132, 15.550724], [-87.061239, 15.56157], [-87.055064, 15.573172], [-87.056422, 15.576195], [-87.063334, 15.573042], [-87.058005, 15.580476], [-87.067227, 15.586183], [-87.067993, 15.597757], [-87.061796, 15.613097], [-87.06409, 15.627705]]]}}	 19	 158.8	 
107	 TELA	 ATLNTIDA	 43494	 44064	 87559	 66.6102	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.629979, 15.767189], [-87.63162, 15.770875], [-87.621744, 15.772313], [-87.617288, 15.777775], [-87.591815, 15.776727], [-87.590434, 15.785719], [-87.583887, 15.770705], [-87.540237, 15.77282], [-87.52658, 15.765168], [-87.503794, 15.768359], [-87.502969, 15.776328], [-87.519441, 15.786723], [-87.520325, 15.793171], [-87.523784, 15.787972], [-87.513897, 15.778906], [-87.505707, 15.777653], [-87.505335, 15.768955], [-87.523976, 15.76821], [-87.549478, 15.776643], [-87.572937, 15.80374], [-87.600985, 15.826719], [-87.589033, 15.837312], [-87.581555, 15.82368], [-87.57272, 15.822942], [-87.562548, 15.814914], [-87.565, 15.822496], [-87.588428, 15.844381], [-87.543496, 15.806889], [-87.521248, 15.793795], [-87.475991, 15.780825], [-87.454278, 15.782884], [-87.438502, 15.798598], [-87.434348, 15.796233], [-87.438043, 15.799066], [-87.431262, 15.807106], [-87.431391, 15.813855], [-87.401165, 15.815748], [-87.382157, 15.82894], [-87.374245, 15.819322], [-87.367165, 15.788703], [-87.380567, 15.779737], [-87.381104, 15.771198], [-87.39679, 15.763677], [-87.404481, 15.745419], [-87.423655, 15.731617], [-87.413362, 15.694194], [-87.404991, 15.698722], [-87.39705, 15.711635], [-87.38676, 15.668729], [-87.409018, 15.616741], [-87.401786, 15.591507], [-87.410458, 15.58239], [-87.417771, 15.581823], [-87.432722, 15.561023], [-87.450859, 15.549981], [-87.455217, 15.552], [-87.462306, 15.542859], [-87.479298, 15.537082], [-87.49372, 15.521168], [-87.509888, 15.518091], [-87.514212, 15.512724], [-87.526222, 15.521411], [-87.571887, 15.50771], [-87.621939, 15.507794], [-87.598295, 15.55334], [-87.621479, 15.556613], [-87.626732, 15.566671], [-87.641815, 15.574419], [-87.6736, 15.580443], [-87.680434, 15.592873], [-87.676875, 15.603255], [-87.682473, 15.615112], [-87.681228, 15.646729], [-87.705805, 15.666581], [-87.705982, 15.670711], [-87.718101, 15.671881], [-87.735845, 15.68393], [-87.747103, 15.700406], [-87.77211, 15.705886], [-87.776611, 15.731142], [-87.755817, 15.733452], [-87.766295, 15.749339], [-87.764544, 15.76072], [-87.775517, 15.77484], [-87.785449, 15.759385], [-87.781618, 15.776979], [-87.789884, 15.789761], [-87.798227, 15.787104], [-87.801951, 15.789889], [-87.793912, 15.797125], [-87.797088, 15.811337], [-87.784792, 15.805832], [-87.779816, 15.809139], [-87.784681, 15.826769], [-87.774218, 15.819546], [-87.769645, 15.820663], [-87.773438, 15.826054], [-87.772205, 15.840747], [-87.76561, 15.843661], [-87.77333, 15.850356], [-87.772355, 15.856812], [-87.7487, 15.880171], [-87.746684, 15.874344], [-87.730175, 15.878456], [-87.729459, 15.906813], [-87.719654, 15.920152], [-87.665722, 15.89183], [-87.654987, 15.88877], [-87.64701, 15.894728], [-87.65274, 15.883552], [-87.641979, 15.874889], [-87.634447, 15.877568], [-87.634664, 15.890591], [-87.640446, 15.906145], [-87.647279, 15.896558], [-87.644451, 15.905948], [-87.637152, 15.90993], [-87.638892, 15.906472], [-87.633437, 15.905386], [-87.626948, 15.917679], [-87.627283, 15.913679], [-87.623892, 15.913924], [-87.621086, 15.920977], [-87.615861, 15.919732], [-87.601307, 15.928077], [-87.619396, 15.909751], [-87.628319, 15.908199], [-87.628528, 15.901883], [-87.616106, 15.875459], [-87.588798, 15.845278], [-87.600034, 15.855278], [-87.592656, 15.843699], [-87.611954, 15.838807], [-87.612295, 15.842757], [-87.628832, 15.81656], [-87.626349, 15.796324], [-87.637316, 15.774167], [-87.629979, 15.767189]], [[-87.434344, 15.796231], [-87.428908, 15.793136], [-87.42577, 15.805906], [-87.434344, 15.796231]]]}}	 65	 74.2	 
108	 ARIZONA	 ATLNTIDA	 10127	 10790	 20917	 37.0383	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.310327, 15.634942], [-87.290159, 15.638309], [-87.267025, 15.623869], [-87.286677, 15.609991], [-87.284941, 15.447671], [-87.291849, 15.449932], [-87.312315, 15.441595], [-87.322531, 15.453673], [-87.334029, 15.452784], [-87.34438, 15.458079], [-87.361501, 15.444522], [-87.379957, 15.437786], [-87.386501, 15.447172], [-87.391785, 15.444955], [-87.390454, 15.451855], [-87.398441, 15.448301], [-87.398637, 15.452849], [-87.403053, 15.451589], [-87.399362, 15.455982], [-87.405735, 15.458834], [-87.410101, 15.455227], [-87.410077, 15.460071], [-87.416906, 15.459243], [-87.418844, 15.466093], [-87.422931, 15.463509], [-87.425464, 15.47987], [-87.437721, 15.484927], [-87.431165, 15.49069], [-87.440268, 15.497874], [-87.434442, 15.531432], [-87.448468, 15.530937], [-87.460662, 15.545702], [-87.455217, 15.552], [-87.450859, 15.549981], [-87.432537, 15.561164], [-87.417882, 15.58171], [-87.410323, 15.582487], [-87.400224, 15.596023], [-87.409018, 15.616741], [-87.38676, 15.668729], [-87.39705, 15.711635], [-87.404991, 15.698722], [-87.413362, 15.694194], [-87.423655, 15.731617], [-87.404481, 15.745419], [-87.39679, 15.763677], [-87.381104, 15.771198], [-87.380567, 15.779737], [-87.367165, 15.788703], [-87.374245, 15.819322], [-87.382801, 15.830229], [-87.374514, 15.847988], [-87.314872, 15.828672], [-87.32071, 15.824332], [-87.320702, 15.813213], [-87.315063, 15.810448], [-87.315402, 15.797838], [-87.311056, 15.791495], [-87.304562, 15.794439], [-87.299543, 15.790831], [-87.301812, 15.781228], [-87.29479, 15.778434], [-87.294654, 15.773602], [-87.288585, 15.774141], [-87.289683, 15.769171], [-87.287758, 15.771964], [-87.286242, 15.766553], [-87.281095, 15.768814], [-87.275396, 15.758114], [-87.28071, 15.759174], [-87.280085, 15.754282], [-87.2724, 15.756138], [-87.278915, 15.752376], [-87.276736, 15.739103], [-87.280022, 15.737251], [-87.280744, 15.741201], [-87.285496, 15.734362], [-87.27973, 15.734524], [-87.28147, 15.727783], [-87.284629, 15.731134], [-87.285672, 15.726122], [-87.291806, 15.727987], [-87.289094, 15.722286], [-87.303928, 15.712367], [-87.295571, 15.705142], [-87.297223, 15.689945], [-87.302195, 15.688877], [-87.309863, 15.662444], [-87.315178, 15.660335], [-87.313048, 15.652537], [-87.317571, 15.649139], [-87.320506, 15.654116], [-87.325562, 15.647623], [-87.321702, 15.639014], [-87.310327, 15.634942]]]}}	 22	 105.2	 
1101	 ROATAN	 ISLAS DE LA BAHA	 16343	 17482	 33825	 262.361	 {u'type': u'GeometryCollection', u'geometries': [{u'type': u'Polygon', u'coordinates': [[[-86.512923, 16.35346], [-86.497826, 16.360859], [-86.495064, 16.366874], [-86.486316, 16.365252], [-86.462791, 16.378625], [-86.452267, 16.375165], [-86.433723, 16.383761], [-86.434875, 16.361083], [-86.454725, 16.354305], [-86.452176, 16.350604], [-86.459156, 16.348058], [-86.460098, 16.35348], [-86.475336, 16.336434], [-86.485626, 16.335953], [-86.486363, 16.332132], [-86.482295, 16.331249], [-86.486391, 16.323483], [-86.493656, 16.322109], [-86.497522, 16.32999], [-86.507043, 16.320274], [-86.512769, 16.322061], [-86.528973, 16.313969], [-86.550988, 16.313152], [-86.565199, 16.295536], [-86.602284, 16.267258], [-86.594891, 16.309131], [-86.592379, 16.312064], [-86.588834, 16.307938], [-86.586799, 16.317754], [-86.585573, 16.313612], [-86.582218, 16.314688], [-86.583651, 16.318972], [-86.536134, 16.350348], [-86.524727, 16.353905], [-86.51974, 16.348936], [-86.518869, 16.356106], [-86.512093, 16.359443], [-86.512923, 16.35346]]]}, {u'type': u'Polygon', u'coordinates': [[[-86.485663, 15.975606], [-86.478299, 15.980602], [-86.469748, 15.975625], [-86.476645, 15.963988], [-86.485663, 15.975606]]]}, {u'type': u'Polygon', u'coordinates': [[[-86.503999, 15.95814], [-86.499024, 15.965658], [-86.498091, 15.952719], [-86.507032, 15.956386], [-86.503999, 15.95814]]]}]}	 21	 62.1	 
1102	 GUANAJA	 ISLAS DE LA BAHA	 2862	 2670	 5532	 79.5143	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-85.847425, 16.506949], [-85.831416, 16.503339], [-85.822129, 16.508914], [-85.82282, 16.502843], [-85.816021, 16.498579], [-85.818026, 16.493069], [-85.832016, 16.48575], [-85.852203, 16.486322], [-85.847523, 16.468721], [-85.860615, 16.452386], [-85.87402, 16.457444], [-85.892646, 16.444249], [-85.90368, 16.442472], [-85.897389, 16.438209], [-85.929355, 16.418129], [-85.93343, 16.410995], [-85.951455, 16.402716], [-85.936781, 16.431339], [-85.938339, 16.436782], [-85.93088, 16.454183], [-85.914633, 16.452772], [-85.915117, 16.465292], [-85.906318, 16.47708], [-85.907609, 16.482331], [-85.898938, 16.483495], [-85.88358, 16.503643], [-85.868078, 16.500108], [-85.863047, 16.515002], [-85.844192, 16.51563], [-85.841135, 16.509901], [-85.847425, 16.506949]]]}}	 1	 18.1	 
1103	 JOSE SANTOS GUARDIOLA	 ISLAS DE LA BAHA	 5602	 6205	 11807	 118.275	 {u'type': u'GeometryCollection', u'geometries': [{u'type': u'Polygon', u'coordinates': [[[-86.149377, 16.444463], [-86.144052, 16.447416], [-86.122473, 16.445343], [-86.141216, 16.429829], [-86.149428, 16.435668], [-86.167108, 16.42874], [-86.164793, 16.43622], [-86.149377, 16.444463]]]}, {u'type': u'Polygon', u'coordinates': [[[-86.185075, 16.427639], [-86.191419, 16.42899], [-86.184682, 16.436142], [-86.185075, 16.427639]]]}, {u'type': u'Polygon', u'coordinates': [[[-86.411167, 16.368769], [-86.414197, 16.360496], [-86.419352, 16.361494], [-86.419345, 16.369741], [-86.420265, 16.359577], [-86.434292, 16.359596], [-86.430857, 16.362496], [-86.433723, 16.383761], [-86.427199, 16.390357], [-86.407354, 16.396165], [-86.407653, 16.400405], [-86.398892, 16.404969], [-86.393666, 16.402779], [-86.389153, 16.40796], [-86.352114, 16.421688], [-86.348718, 16.417619], [-86.315752, 16.426723], [-86.31561, 16.430069], [-86.309232, 16.427316], [-86.276274, 16.431282], [-86.259739, 16.425491], [-86.232287, 16.427625], [-86.227379, 16.425404], [-86.227804, 16.426028], [-86.216063, 16.426433], [-86.197138, 16.430851], [-86.19052, 16.423807], [-86.202392, 16.424214], [-86.226747, 16.408933], [-86.231573, 16.418929], [-86.225915, 16.420374], [-86.258115, 16.418076], [-86.261517, 16.414051], [-86.259994, 16.420918], [-86.262713, 16.417527], [-86.268019, 16.419789], [-86.274714, 16.41055], [-86.2717, 16.408073], [-86.296709, 16.414891], [-86.299131, 16.407354], [-86.317268, 16.403896], [-86.323606, 16.393335], [-86.335917, 16.39382], [-86.337333, 16.40923], [-86.341323, 16.403968], [-86.337132, 16.391943], [-86.341495, 16.396195], [-86.351538, 16.392512], [-86.354188, 16.398943], [-86.357624, 16.388533], [-86.353377, 16.389808], [-86.356924, 16.387458], [-86.363907, 16.388515], [-86.365457, 16.396018], [-86.366657, 16.389228], [-86.372671, 16.386308], [-86.37573, 16.39302], [-86.376213, 16.389936], [-86.379923, 16.392483], [-86.384936, 16.388562], [-86.376812, 16.387077], [-86.375257, 16.382585], [-86.381296, 16.378312], [-86.387259, 16.3847], [-86.385564, 16.376527], [-86.392053, 16.36697], [-86.399062, 16.370726], [-86.404125, 16.366343], [-86.411167, 16.368769]], [[-86.224619, 16.421353], [-86.224729, 16.420677], [-86.224244, 16.420801], [-86.224619, 16.421353]]]}, {u'type': u'Polygon', u'coordinates': [[[-86.204379, 16.411936], [-86.206893, 16.417251], [-86.201571, 16.41435], [-86.204379, 16.411936]]]}, {u'type': u'Polygon', u'coordinates': [[[-86.285305, 16.402115], [-86.288532, 16.405772], [-86.28131, 16.403975], [-86.285305, 16.402115]]]}]}	 2	 16.9	 
1201	 LA PAZ	 LA PAZ	 22971	 23206	 46177	 124.975	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.65559, 14.372872], [-87.649426, 14.368529], [-87.645568, 14.372192], [-87.647267, 14.361866], [-87.63957, 14.355635], [-87.640551, 14.346467], [-87.633895, 14.341436], [-87.640079, 14.332479], [-87.636659, 14.317469], [-87.625927, 14.314387], [-87.629451, 14.307882], [-87.679673, 14.30953], [-87.693165, 14.292507], [-87.72864, 14.288272], [-87.7538, 14.271897], [-87.747687, 14.261827], [-87.723988, 14.257915], [-87.715366, 14.258162], [-87.709631, 14.267189], [-87.689636, 14.271316], [-87.678218, 14.264578], [-87.700128, 14.250572], [-87.721123, 14.250792], [-87.734889, 14.245995], [-87.741191, 14.236775], [-87.755195, 14.239694], [-87.775903, 14.235102], [-87.781081, 14.243631], [-87.816278, 14.229016], [-87.826477, 14.245216], [-87.819773, 14.252979], [-87.827739, 14.258709], [-87.825653, 14.265626], [-87.831507, 14.266461], [-87.828513, 14.27521], [-87.832506, 14.286443], [-87.843155, 14.295514], [-87.869857, 14.300006], [-87.868527, 14.305541], [-87.854429, 14.310582], [-87.839075, 14.333709], [-87.823993, 14.342461], [-87.804851, 14.363989], [-87.789075, 14.39231], [-87.782537, 14.373915], [-87.75421, 14.371674], [-87.732241, 14.35928], [-87.71298, 14.356226], [-87.701309, 14.346504], [-87.65559, 14.372872]]]}}	 17	 36.8	 
1203	 CABAAS	 LA PAZ	 1479	 1465	 2944	 14.7675	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-88.009482, 14.079976], [-87.993865, 14.089793], [-87.994846, 14.069676], [-88.010148, 14.068691], [-88.010734, 14.057995], [-87.993889, 14.054032], [-87.983256, 14.06059], [-87.972032, 14.046625], [-87.974023, 14.037479], [-87.969905, 14.027612], [-87.996448, 14.024283], [-87.995803, 14.011107], [-87.984419, 14.004237], [-87.99092, 13.998229], [-87.971092, 13.996968], [-87.961339, 13.99191], [-87.946969, 13.970143], [-87.94919, 13.95731], [-87.954314, 13.957406], [-87.953764, 13.947402], [-87.975531, 13.961531], [-87.987133, 13.95783], [-87.977704, 13.936146], [-87.977653, 13.926139], [-87.98396, 13.92172], [-88.020647, 13.921127], [-88.026799, 13.90227], [-88.046586, 13.932673], [-88.063477, 13.944305], [-88.065684, 13.964386], [-88.072779, 13.976216], [-88.072823, 13.992525], [-88.079906, 13.994319], [-88.079566, 14.001895], [-88.05247, 14.054982], [-88.044392, 14.058734], [-88.031621, 14.056049], [-88.011959, 14.073244], [-88.009482, 14.079976]]]}}	 2	 67.9	 
1204	 CANE	 LA PAZ	 1310	 1318	 2628	 47.9565	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.686221, 14.269301], [-87.709246, 14.267324], [-87.715366, 14.258162], [-87.723988, 14.257915], [-87.747687, 14.261827], [-87.7538, 14.271897], [-87.72864, 14.288272], [-87.693165, 14.292507], [-87.679223, 14.309638], [-87.633525, 14.307658], [-87.634628, 14.303959], [-87.626405, 14.29712], [-87.625127, 14.285676], [-87.62879, 14.286862], [-87.633353, 14.277079], [-87.64068, 14.279051], [-87.637403, 14.269721], [-87.645162, 14.263705], [-87.650067, 14.262675], [-87.654886, 14.268894], [-87.657075, 14.26362], [-87.663119, 14.26654], [-87.668233, 14.257441], [-87.670747, 14.262589], [-87.67869, 14.258113], [-87.678218, 14.264578], [-87.686221, 14.269301]]]}}	 1	 38.1	 
1205	 CHINACLA	 LA PAZ	 5123	 4588	 9712	 92.2393	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.885419, 14.194411], [-87.880131, 14.188202], [-87.880581, 14.178118], [-87.895533, 14.178392], [-87.904719, 14.185221], [-87.922151, 14.174996], [-87.923473, 14.168119], [-87.933064, 14.162231], [-87.94307, 14.132876], [-87.949936, 14.136867], [-87.952196, 14.164549], [-87.97725, 14.16714], [-87.979987, 14.149456], [-87.994048, 14.156053], [-88.013116, 14.197772], [-88.014329, 14.212246], [-88.009291, 14.215772], [-88.013777, 14.230246], [-88.00961, 14.231672], [-88.004685, 14.225534], [-87.985831, 14.217818], [-87.983601, 14.202024], [-87.961234, 14.205715], [-87.918656, 14.204557], [-87.909842, 14.198096], [-87.900728, 14.197837], [-87.893722, 14.204156], [-87.885419, 14.194411]]]}}	 1	 10.3	 
1206	 GUAJIQUIRO	 LA PAZ	 7235	 8328	 15564	 34.4611	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.690242, 14.091052], [-87.686534, 14.080845], [-87.692767, 14.066227], [-87.687662, 14.05292], [-87.691024, 14.05223], [-87.685296, 14.020651], [-87.691929, 14.013335], [-87.693279, 13.992268], [-87.697461, 13.987321], [-87.783259, 13.972912], [-87.800603, 13.986359], [-87.812215, 13.979], [-87.829028, 14.005697], [-87.837859, 14.030132], [-87.857025, 14.035869], [-87.868296, 14.04673], [-87.853307, 14.087255], [-87.857456, 14.095235], [-87.854572, 14.113841], [-87.86089, 14.126619], [-87.87274, 14.127188], [-87.873717, 14.148328], [-87.883877, 14.169171], [-87.880136, 14.188087], [-87.85455, 14.198155], [-87.840773, 14.196549], [-87.825863, 14.212824], [-87.82535, 14.200431], [-87.787939, 14.190197], [-87.768618, 14.163226], [-87.785208, 14.153144], [-87.785798, 14.138087], [-87.737868, 14.130859], [-87.714361, 14.094542], [-87.697569, 14.104263], [-87.690242, 14.091052]]]}}	 4	 25.7	 
1208	 MARCALA	 LA PAZ	 19095	 20727	 39821	 93.5991	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-88.038633, 14.108244], [-88.057203, 14.112243], [-88.054657, 14.119279], [-88.059112, 14.130047], [-88.052255, 14.135058], [-88.053756, 14.139141], [-88.06889, 14.138572], [-88.080517, 14.157603], [-88.095487, 14.163389], [-88.107118, 14.179374], [-88.114865, 14.173496], [-88.118287, 14.181364], [-88.107732, 14.1922], [-88.106565, 14.211334], [-88.068099, 14.238788], [-88.06406, 14.245918], [-88.045962, 14.253841], [-88.008359, 14.254082], [-88.013791, 14.230177], [-88.009316, 14.215404], [-88.015261, 14.206845], [-87.995444, 14.158245], [-87.979987, 14.149456], [-87.97725, 14.16714], [-87.952196, 14.164549], [-87.949936, 14.136867], [-87.94307, 14.132876], [-87.953147, 14.118211], [-87.97492, 14.11477], [-87.96909, 14.104605], [-87.971557, 14.090528], [-87.984521, 14.085681], [-87.991387, 14.093332], [-88.006514, 14.084358], [-88.011959, 14.073244], [-88.031621, 14.056049], [-88.044392, 14.058734], [-88.052367, 14.05509], [-88.056719, 14.040647], [-88.074296, 14.016242], [-88.079906, 13.994319], [-88.107933, 14.001414], [-88.094089, 14.04206], [-88.088974, 14.047662], [-88.077302, 14.047322], [-88.078106, 14.061202], [-88.061967, 14.072615], [-88.056538, 14.082772], [-88.049946, 14.084215], [-88.050837, 14.092493], [-88.037527, 14.089485], [-88.039246, 14.097462], [-88.029736, 14.103635], [-88.032716, 14.108384], [-88.038633, 14.108244]]]}}	 3	 7.5	 
1209	 MERCEDES DE ORIENTE	 LA PAZ	 575	 598	 1173	 26.4917	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.751825, 13.904069], [-87.755891, 13.891163], [-87.750288, 13.889185], [-87.750762, 13.876075], [-87.762469, 13.866604], [-87.771449, 13.875577], [-87.784464, 13.877936], [-87.786316, 13.88367], [-87.799464, 13.892561], [-87.794766, 13.905018], [-87.80397, 13.93334], [-87.796423, 13.93977], [-87.795895, 13.961535], [-87.807549, 13.978821], [-87.804815, 13.985281], [-87.800267, 13.986239], [-87.786044, 13.974939], [-87.771756, 13.948941], [-87.767439, 13.920531], [-87.755136, 13.911868], [-87.751825, 13.904069]]]}}	 1	 85.3	 
1210	 OPATORO	 LA PAZ	 4158	 4228	 8386	 30.6307	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.828992, 14.007644], [-87.818567, 13.986196], [-87.801436, 13.974257], [-87.795987, 13.962008], [-87.796423, 13.93977], [-87.80397, 13.93334], [-87.796509, 13.911916], [-87.804042, 13.921474], [-87.831104, 13.918696], [-87.84237, 13.906578], [-87.844278, 13.898442], [-87.856543, 13.894307], [-87.864424, 13.899367], [-87.873711, 13.896604], [-87.881645, 13.902822], [-87.887033, 13.901944], [-87.878112, 13.907075], [-87.873769, 13.921305], [-87.878843, 13.925755], [-87.896944, 13.924106], [-87.896926, 13.93545], [-87.907312, 13.952291], [-87.878243, 13.967981], [-87.897265, 13.996755], [-87.917424, 14.003004], [-87.927308, 14.011432], [-87.913758, 14.024934], [-87.907407, 14.039548], [-87.915522, 14.05064], [-87.909692, 14.066165], [-87.919358, 14.073027], [-87.950121, 14.116836], [-87.933027, 14.162292], [-87.923473, 14.168119], [-87.92219, 14.174966], [-87.905089, 14.185087], [-87.895533, 14.178392], [-87.880581, 14.178118], [-87.883868, 14.169104], [-87.873717, 14.148328], [-87.87274, 14.127188], [-87.861082, 14.126737], [-87.855859, 14.119306], [-87.857454, 14.09521], [-87.853299, 14.087303], [-87.868271, 14.046663], [-87.856998, 14.035854], [-87.838055, 14.030345], [-87.828992, 14.007644]]]}}	 2	 23.8	 
1211	 SAN ANTONIO DEL NORTE	 LA PAZ	 1247	 1348	 2595	 37.8139	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.680827, 13.890742], [-87.682246, 13.879181], [-87.678753, 13.876046], [-87.68693, 13.869504], [-87.686056, 13.863192], [-87.693299, 13.854668], [-87.68926, 13.848394], [-87.704849, 13.851656], [-87.731242, 13.8482], [-87.744952, 13.841446], [-87.746612, 13.855511], [-87.762469, 13.866604], [-87.750762, 13.876075], [-87.750288, 13.889185], [-87.755891, 13.891163], [-87.752002, 13.904938], [-87.766944, 13.919692], [-87.769913, 13.930817], [-87.765404, 13.934112], [-87.755429, 13.92516], [-87.730647, 13.932589], [-87.708916, 13.926116], [-87.692403, 13.939062], [-87.679134, 13.938963], [-87.676671, 13.919139], [-87.681515, 13.917339], [-87.668113, 13.907293], [-87.673314, 13.893978], [-87.668017, 13.888376], [-87.671956, 13.886103], [-87.680827, 13.890742]]]}}	 2	 77.1	 
